logFC	logCPM	LR	PValue	FDR	comparison	rowname
13	-0.809567480720605	11.9866758846382	29.8758070689469	4.60624696304129e-08	8.1849465266349e-07	gWM_line_Lesion_1 - gWM_line_Lesion_2	CTSZ
14	-0.808296086746264	12.2614829065648	28.0624204050712	1.17464794861493e-07	1.93816911521463e-06	gWM_line_Lesion_1 - gWM_line_Lesion_2	CD74
15	-0.795837965400726	12.1806777546662	26.5049067422835	2.628695746751e-07	4.04819144999654e-06	gWM_line_Lesion_1 - gWM_line_Lesion_2	HLA-B
16	-0.743554359758266	12.1124748666033	25.3384712203987	4.81018700644227e-07	6.94470749055102e-06	gWM_line_Lesion_1 - gWM_line_Lesion_2	GPNMB
17	0.995602561720823	13.6697599399512	25.2058886266539	5.15246365140403e-07	7.00128884396666e-06	gWM_line_Lesion_1 - gWM_line_Lesion_2	CRYAB
18	-0.792662492978539	12.7259268678973	22.9131651978375	1.69487038810883e-06	2.17508366473967e-05	gWM_line_Lesion_1 - gWM_line_Lesion_2	CTSD
19	-0.984626706577297	12.7171551871685	22.6653848888627	1.92810182365262e-06	2.34416590138819e-05	gWM_line_Lesion_1 - gWM_line_Lesion_2	IGKC
20	0.843089022495572	13.2229111544434	21.8001257486391	3.02580302603537e-06	3.49480249507085e-05	gWM_line_Lesion_1 - gWM_line_Lesion_2	FCF1
21	-0.929682615852555	13.8103942593034	21.6148005264722	3.33270168990282e-06	3.6659718588931e-05	gWM_line_Lesion_1 - gWM_line_Lesion_2	CLU
22	0.735551482782585	11.7373892006654	21.3955808917866	3.73631366914165e-06	3.92312935259874e-05	gWM_line_Lesion_1 - gWM_line_Lesion_2	C4orf46
23	0.814485700260081	13.9937821199758	18.1997012463122	1.98910033772983e-05	0.000199774860006779	gWM_line_Lesion_1 - gWM_line_Lesion_2	GFAP
24	-0.674282928927813	11.7355318871674	16.9958532728629	3.74615452528254e-05	0.000360567373058444	gWM_line_Lesion_1 - gWM_line_Lesion_2	B2M
25	-0.673543885617936	11.6190490366805	16.1125209751143	5.96881031931435e-05	0.000551518073504646	gWM_line_Lesion_1 - gWM_line_Lesion_2	C3
26	0.715659616318403	11.8675788943864	15.9561283009074	6.48275634748541e-05	0.000559757363427119	gWM_line_Lesion_1 - gWM_line_Lesion_2	APLP1
27	0.612536155595089	11.9315804926507	15.9387292147079	6.54261853356373e-05	0.000559757363427119	gWM_line_Lesion_1 - gWM_line_Lesion_2	HMGN2
28	-0.637989601438307	11.8796993017231	14.803121316197	0.000119337815742391	0.000984536979874722	gWM_line_Lesion_1 - gWM_line_Lesion_2	SIRT6
29	-0.591883521171608	12.1291096624697	13.8020506282572	0.000203114417005086	0.00161791139062672	gWM_line_Lesion_1 - gWM_line_Lesion_2	CST3
30	-0.630441591305035	12.0817446402663	13.4722667327785	0.00024211563250386	0.00186429037027972	gWM_line_Lesion_1 - gWM_line_Lesion_2	ITM2C
31	0.533223032232192	12.3040712268133	12.794802269897	0.000347583718920565	0.0025900593248597	gWM_line_Lesion_1 - gWM_line_Lesion_2	LYRM2
32	-0.522150792394616	12.0967222746221	12.6471295094209	0.000376142768959244	0.00268711273275714	gWM_line_Lesion_1 - gWM_line_Lesion_2	C1QB
33	0.646258288150911	11.6122821881576	12.5667041754738	0.000392680493011091	0.00268711273275714	gWM_line_Lesion_1 - gWM_line_Lesion_2	CNP
34	-0.550680244863283	12.1880023346118	12.5533069302528	0.000395505770189362	0.00268711273275714	gWM_line_Lesion_1 - gWM_line_Lesion_2	CD81
35	-0.53176834150735	11.9719630913566	12.103660798874	0.000503229263373899	0.00332131313826773	gWM_line_Lesion_1 - gWM_line_Lesion_2	C1QC
36	-0.745247612602668	11.9146959303301	11.6223556291131	0.000651638192233452	0.00418134506683132	gWM_line_Lesion_1 - gWM_line_Lesion_2	NRGN
37	0.684704658473822	11.3687390278236	11.5285226346084	0.000685364580712228	0.00427889778768986	gWM_line_Lesion_1 - gWM_line_Lesion_2	EFHD1
38	0.582783761500955	11.8966978054666	11.2984177528786	0.000775731706671765	0.00455045777668092	gWM_line_Lesion_1 - gWM_line_Lesion_2	PITX1
39	-0.53128616890825	12.0114551239695	11.2823119972708	0.00078249046641812	0.00455045777668092	gWM_line_Lesion_1 - gWM_line_Lesion_2	HLA-E
40	0.510120891565484	11.914872792686	11.2693855538035	0.000787958056568124	0.00455045777668092	gWM_line_Lesion_1 - gWM_line_Lesion_2	FOXD4L5
41	0.518452674800774	11.8075790018756	11.1709208792513	0.000830893754871934	0.00467853642551352	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL5
42	0.528479258624316	12.5624244634086	11.1273442421338	0.000850642986457004	0.00467853642551352	gWM_line_Lesion_1 - gWM_line_Lesion_2	PRMT8
43	-0.526779033769631	12.4200934637658	10.9245894776605	0.000948962288828736	0.00509791369114972	gWM_line_Lesion_1 - gWM_line_Lesion_2	OAZ1
44	0.515378339017034	12.5795048008629	10.7599659715183	0.00103719290103413	0.00534377738514964	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL21
45	-0.50319986972726	11.8653002111236	10.7531929936841	0.00104099559450967	0.00534377738514964	gWM_line_Lesion_1 - gWM_line_Lesion_2	HLA-DRB1
46	-0.495458204245954	12.2285145590466	9.70019018168745	0.00184248942140136	0.00925250122486336	gWM_line_Lesion_1 - gWM_line_Lesion_2	SPP1
47	-0.609024908198014	11.955916237455	9.40772227596935	0.00216073473629116	0.0106197813634736	gWM_line_Lesion_1 - gWM_line_Lesion_2	SPARCL1
48	-0.52057646975444	11.4291672118583	8.46702565027169	0.00361642290946241	0.0174040352517879	gWM_line_Lesion_1 - gWM_line_Lesion_2	HLA-DRA
49	0.451441442586819	12.6048383228691	8.04214509166572	0.00457013864386245	0.0215449393210658	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS3A
50	-0.564188944739504	11.6358533875338	7.8022547852739	0.00521810800664404	0.023661906377492	gWM_line_Lesion_1 - gWM_line_Lesion_2	IDS
51	0.429971763803731	12.0983844411643	7.80019582596553	0.00522405725217355	0.023661906377492	gWM_line_Lesion_1 - gWM_line_Lesion_2	HNRNPA1
52	-0.474831420133537	11.8294448446259	7.40111701654378	0.00651833890418693	0.0289564670551381	gWM_line_Lesion_1 - gWM_line_Lesion_2	SLC1A3
53	0.538887762967228	11.3634395854508	7.31432508932225	0.00684070854907542	0.0298151636761589	gWM_line_Lesion_1 - gWM_line_Lesion_2	DBNDD2
54	-0.407221501207615	12.0817061306119	7.1052972300258	0.00768564796310087	0.032877494064376	gWM_line_Lesion_1 - gWM_line_Lesion_2	BRI3
55	0.532975696768314	11.6387241835271	6.75249325654005	0.00936167752927138	0.0393190456229398	gWM_line_Lesion_1 - gWM_line_Lesion_2	TUBB4A
56	-0.482267800220219	13.1374147795249	6.68100591847927	0.00974456178813824	0.0401963173760702	gWM_line_Lesion_1 - gWM_line_Lesion_2	TMEM30A
57	0.451398221555614	11.7458609885372	6.41186430044205	0.0113360332653613	0.0459407663912011	gWM_line_Lesion_1 - gWM_line_Lesion_2	NDRG2
58	-0.437499106479574	12.9410727987705	6.02805462923785	0.0140802428974103	0.0560782087810653	gWM_line_Lesion_1 - gWM_line_Lesion_2	TMSB4X
59	-0.425064861167123	12.032137486961	5.55054170177787	0.0184749683936825	0.0723341982871298	gWM_line_Lesion_1 - gWM_line_Lesion_2	TLE5
60	-0.444663956383371	11.9818628405568	5.29170566447331	0.0214272235507353	0.0824948106703311	gWM_line_Lesion_1 - gWM_line_Lesion_2	BASP1
61	0.376171206063333	11.7318041407022	5.01618277410697	0.0251114688909079	0.0938904603263417	gWM_line_Lesion_1 - gWM_line_Lesion_2	KRTAP5-8
62	-0.39044078783555	11.7723156447942	5.01008726412549	0.0252000369707064	0.0938904603263417	gWM_line_Lesion_1 - gWM_line_Lesion_2	PPP2R2B
63	0.330993974409252	12.092204695847	4.85292374975781	0.0275993121412408	0.101197477851216	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL19
64	0.382061746531621	11.5905803914105	4.16074485333473	0.0413712069445024	0.147281786478331	gWM_line_Lesion_1 - gWM_line_Lesion_2	NDRG1
65	-0.347481093772867	12.3168669651663	4.14192024169944	0.0418336886674634	0.147281786478331	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSPB1
66	-0.313275312912074	11.817826288053	4.13196302898378	0.0420805104223802	0.147281786478331	gWM_line_Lesion_1 - gWM_line_Lesion_2	GPX1
67	0.332441054778887	12.097608333711	4.05981329987667	0.0439153545287461	0.151409655166274	gWM_line_Lesion_1 - gWM_line_Lesion_2	QKI
68	-0.341640882953787	11.6214662425349	4.00355958147365	0.0454042780792085	0.152688090994725	gWM_line_Lesion_1 - gWM_line_Lesion_2	SAT1
69	-0.324930912961852	12.3319803819282	3.99600923224195	0.0456081310763465	0.152688090994725	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSPH1
70	-0.347981591510822	11.4350189786572	3.90502187531567	0.0481420008220048	0.158868602712616	gWM_line_Lesion_1 - gWM_line_Lesion_2	CD68
71	0.369664333063043	11.6148974615375	3.78885492701234	0.0515949336800147	0.167865206761738	gWM_line_Lesion_1 - gWM_line_Lesion_2	MT3
72	0.323747013565198	12.3440707191482	3.6992373437883	0.0544373450149523	0.172483394298898	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL32
73	0.29459366849379	12.0205648424309	3.69708126144198	0.0545077393238943	0.172483394298898	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL26
74	0.30113764219768	11.937042249842	3.53394324017869	0.0601246363284392	0.187686364754993	gWM_line_Lesion_1 - gWM_line_Lesion_2	ANKRD36B
75	-0.34743385178792	11.7452355783834	3.45409315924907	0.0630953368797989	0.194333637589781	gWM_line_Lesion_1 - gWM_line_Lesion_2	GNAS
76	0.292860472414665	12.0627328422939	3.33594790836297	0.0677813399817179	0.204104320219281	gWM_line_Lesion_1 - gWM_line_Lesion_2	CRABP2
77	0.360682492211132	11.6213961245564	3.32980903589238	0.068034773406427	0.204104320219281	gWM_line_Lesion_1 - gWM_line_Lesion_2	STMN1
78	0.292204945310984	12.6979511140931	3.15751706103971	0.0755780521486256	0.223827308286314	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL7
79	-0.273809196839323	12.1492939094484	3.12801310261423	0.0769574808795968	0.225027570673251	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL41
80	0.283724017870037	11.8184031787853	3.04508552153081	0.0809818504228433	0.231019163768592	gWM_line_Lesion_1 - gWM_line_Lesion_2	CLDN25
81	0.294237538764052	11.7501456307943	3.0445869655226	0.0810067197630128	0.231019163768592	gWM_line_Lesion_1 - gWM_line_Lesion_2	SLC35D2
82	0.280931897967269	11.7876944574572	3.00148845799075	0.0831880576223087	0.233191343150091	gWM_line_Lesion_1 - gWM_line_Lesion_2	RTN4
83	0.273914854916756	12.2674683959169	2.98986089580177	0.0837873657205955	0.233191343150091	gWM_line_Lesion_1 - gWM_line_Lesion_2	PTMA
84	-0.313719127788334	11.4947665843315	2.75453163979441	0.0969792125347654	0.263047073827642	gWM_line_Lesion_1 - gWM_line_Lesion_2	UBE2Z
85	0.265916256355598	11.7532016939891	2.75035870466706	0.0972326125594455	0.263047073827642	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL37
86	0.335220145841193	11.2934657170327	2.7221736261863	0.0989631665626682	0.263047073827642	gWM_line_Lesion_1 - gWM_line_Lesion_2	PIP4K2A
87	0.267226447214527	11.7433734384612	2.72045651593129	0.0990696771558652	0.263047073827642	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSPE1
88	-0.273015716228155	11.7317966578254	2.67620578160316	0.101858152666003	0.267377650748259	gWM_line_Lesion_1 - gWM_line_Lesion_2	VEGFB
89	-0.303083390329506	11.6245823647277	2.65166243886677	0.103441667074779	0.268483428025551	gWM_line_Lesion_1 - gWM_line_Lesion_2	MTCH1
90	-0.289112449043359	11.8110871788434	2.62039503670501	0.105498173712428	0.270778645861899	gWM_line_Lesion_1 - gWM_line_Lesion_2	UBB
91	0.250646191187299	11.8781326830529	2.51462683375237	0.112794331070715	0.286324071179507	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS6
92	-0.24822289769046	11.7436274364159	2.49050583270579	0.114534907974213	0.286467539458735	gWM_line_Lesion_1 - gWM_line_Lesion_2	RAP2B
93	-0.262460351767794	11.6617205446408	2.47960672770365	0.115331087314556	0.286467539458735	gWM_line_Lesion_1 - gWM_line_Lesion_2	S100A6
94	-0.320501078678578	12.1784366043498	2.31133102532411	0.128434029617438	0.303181400954467	gWM_line_Lesion_1 - gWM_line_Lesion_2	CKB
95	-0.226762675393192	12.0484556935622	2.30908401687475	0.128619824668123	0.303181400954467	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS2
96	-0.254224152735305	11.8418910141552	2.30501268485683	0.128957227898504	0.303181400954467	gWM_line_Lesion_1 - gWM_line_Lesion_2	MYH9
97	0.236194033002989	11.9025314781129	2.2996067249212	0.129406760442601	0.303181400954467	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS10
98	0.2527117922885	11.6848922063268	2.29342175661628	0.12992321446448	0.303181400954467	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL22
99	-0.252732247177986	12.0321549578922	2.2858179383805	0.130561295899602	0.303181400954467	gWM_line_Lesion_1 - gWM_line_Lesion_2	SYP
100	-0.225181658871742	12.075871891836	2.27768842670362	0.131247359720549	0.303181400954467	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS19
101	-0.233765363139693	11.9388360308029	2.21201178660348	0.13693998803634	0.309982387887959	gWM_line_Lesion_1 - gWM_line_Lesion_2	CXCR4
102	0.240562628135182	11.8495693309092	2.18919296091238	0.138982119938887	0.309982387887959	gWM_line_Lesion_1 - gWM_line_Lesion_2	LAYN
103	-0.243560997749216	11.8108467245835	2.18617422060247	0.13925482563803	0.309982387887959	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS14
104	-0.285949895176132	11.997994077552	2.14641529490808	0.142903199436726	0.309982387887959	gWM_line_Lesion_1 - gWM_line_Lesion_2	CALM1
105	-0.230626381888931	12.087392938023	2.14560934252998	0.142978258423085	0.309982387887959	gWM_line_Lesion_1 - gWM_line_Lesion_2	FKBP4
106	-0.238599555745728	11.9384097068055	2.1426552948837	0.143253750716816	0.309982387887959	gWM_line_Lesion_1 - gWM_line_Lesion_2	TMEM106C
107	0.257143643862242	11.7869111800813	2.13911273097686	0.143584915601782	0.309982387887959	gWM_line_Lesion_1 - gWM_line_Lesion_2	DNAJB2
108	0.252737369097228	11.5367878655823	2.00672730042037	0.156602826446383	0.334956045454764	gWM_line_Lesion_1 - gWM_line_Lesion_2	CHORDC1
109	-0.234269558961637	11.6655995404475	1.94382520945864	0.163253800075895	0.34597823685809	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS12
110	0.221555392956812	11.8521631452484	1.91536989555703	0.166367980019553	0.349372758041061	gWM_line_Lesion_1 - gWM_line_Lesion_2	DOK6
111	0.214388776701249	11.8560012026675	1.90128268717419	0.167934815787363	0.349485967989918	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL27A
112	0.218136200068403	12.0019256536534	1.87941622138858	0.170400512815967	0.350525121799452	gWM_line_Lesion_1 - gWM_line_Lesion_2	STIP1
113	-0.29454500212232	11.4962153144723	1.86163877756275	0.172435780939984	0.350525121799452	gWM_line_Lesion_1 - gWM_line_Lesion_2	UCHL1
114	-0.265036524020904	14.2153428278142	1.85687050521153	0.172986423745184	0.350525121799452	gWM_line_Lesion_1 - gWM_line_Lesion_2	DHRS1
115	0.21460277090292	11.8805142639332	1.8354677004879	0.175483090797238	0.352492121514451	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS23
116	0.213103749163285	11.971997417962	1.81952362271288	0.177369991705848	0.35321093175906	gWM_line_Lesion_1 - gWM_line_Lesion_2	RNPEP
117	-0.217987816299251	12.033877854355	1.75802209927183	0.184871412690593	0.3630126215098	gWM_line_Lesion_1 - gWM_line_Lesion_2	TMSB10
118	-0.244694623599869	13.0606733846615	1.7535184988563	0.185435018779898	0.3630126215098	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSPA1B
119	0.230651321707444	11.6221871286087	1.69304285438722	0.193200339225154	0.371962332455155	gWM_line_Lesion_1 - gWM_line_Lesion_2	EIF1
120	-0.225868461925081	11.8210594706817	1.69283872038019	0.19322718569099	0.371962332455155	gWM_line_Lesion_1 - gWM_line_Lesion_2	TRPM3
121	-0.215213368955771	11.7987231936548	1.65500350602298	0.198279293008666	0.378533195743817	gWM_line_Lesion_1 - gWM_line_Lesion_2	SRRM2
122	0.194475776737532	12.08929612568	1.6261987584578	0.202229620851303	0.38291018374304	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS24
123	0.194177234010372	12.1174901419629	1.58132040845174	0.208570601807418	0.391705764370029	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL6
124	-0.234636889344688	11.631618589541	1.53680160943185	0.215094507723974	0.400337670323335	gWM_line_Lesion_1 - gWM_line_Lesion_2	ZBTB7A
125	0.21250424521059	11.6162111062207	1.52653690538621	0.216632938486653	0.400337670323335	gWM_line_Lesion_1 - gWM_line_Lesion_2	NACA
126	0.20883688210769	12.7747100879193	1.4700249524053	0.225341756815858	0.413126554162406	gWM_line_Lesion_1 - gWM_line_Lesion_2	MZT2B
127	-0.229269726858077	13.6641517345993	1.45586744386236	0.227588799942143	0.413960730603425	gWM_line_Lesion_1 - gWM_line_Lesion_2	ADAM15
128	-0.200048908103673	11.7476026627484	1.42199896114937	0.233074663935269	0.42062693257068	gWM_line_Lesion_1 - gWM_line_Lesion_2	MKNK2
129	-0.192410923308459	12.3110818759574	1.39040161855355	0.238337287590507	0.42679002661556	gWM_line_Lesion_1 - gWM_line_Lesion_2	DELE1
130	-0.193018896428392	12.0042014233973	1.37382878541121	0.241155133177879	0.428514121262232	gWM_line_Lesion_1 - gWM_line_Lesion_2	NPIPA1
131	-0.176274504700201	12.3677676464025	1.33109211516774	0.248611022282359	0.438390428604771	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL13
132	-0.208214069215064	11.5806586811375	1.24108846896863	0.265261382393506	0.462496532221345	gWM_line_Lesion_1 - gWM_line_Lesion_2	SELENOW
133	0.211794442846397	11.6031431437876	1.23578010979686	0.266285882188047	0.462496532221345	gWM_line_Lesion_1 - gWM_line_Lesion_2	GPM6B
134	-0.186667795536458	11.5601780122169	1.20617187341173	0.27209159994224	0.469053429751174	gWM_line_Lesion_1 - gWM_line_Lesion_2	MACROH2A1
135	-0.219481212470696	11.5960493228349	1.1414744987448	0.285340974008685	0.488250111081527	gWM_line_Lesion_1 - gWM_line_Lesion_2	DPYSL2
136	-0.165897295515103	12.2380392631137	1.11489685338346	0.291019953017216	0.494305949610123	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS20
137	-0.171710773882184	11.6590987059133	1.09422419648871	0.295537155113329	0.498314473220285	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL28
138	-0.184147662913258	12.255192418048	1.06697555665913	0.301629596531185	0.504901715932635	gWM_line_Lesion_1 - gWM_line_Lesion_2	ALDOA
139	0.156600570320917	11.9404916562639	1.01512067799857	0.31367920062491	0.521294211110462	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS26
140	0.172825367467055	11.6827733394044	1.00017707305354	0.317267665161001	0.523077150464994	gWM_line_Lesion_1 - gWM_line_Lesion_2	ARF1
141	-0.167528741142892	12.1080274823622	0.989795263541694	0.319792419017222	0.523077150464994	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSPA8
142	0.151707123354829	12.3034728563181	0.982650719253336	0.321545261324801	0.523077150464994	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL37A
143	-0.154051291636576	12.1194832121874	0.952311826299614	0.32913153913181	0.531674024751386	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS8
144	0.166518967107696	11.5939426820725	0.921908352177738	0.336974399714414	0.540200023476183	gWM_line_Lesion_1 - gWM_line_Lesion_2	CLK1
145	-0.159256852237997	12.6612032212726	0.913881655109869	0.339086594822712	0.540200023476183	gWM_line_Lesion_1 - gWM_line_Lesion_2	BCL2L2
146	-0.157817991674842	11.5606556693591	0.880607465049323	0.348035353630702	0.550658675949947	gWM_line_Lesion_1 - gWM_line_Lesion_2	HMOX1
147	0.156985636997952	11.620390883164	0.851913421095631	0.356011603226454	0.559446805070142	gWM_line_Lesion_1 - gWM_line_Lesion_2	SERPINH1
148	-0.147955276698797	12.136507296178	0.811942825187728	0.36754647657983	0.573670514121221	gWM_line_Lesion_1 - gWM_line_Lesion_2	GLUL
149	-0.163761017887649	11.7511224631586	0.779160738796165	0.377397938632505	0.584303830579768	gWM_line_Lesion_1 - gWM_line_Lesion_2	PRNP
150	0.141515320718839	12.1518419604819	0.772586543823181	0.379418071805044	0.584303830579768	gWM_line_Lesion_1 - gWM_line_Lesion_2	ATP5F1A
151	0.149499520795317	11.7608527199687	0.753562924724818	0.385350526921816	0.587809021818924	gWM_line_Lesion_1 - gWM_line_Lesion_2	GK2
152	0.150291535685099	11.6324771713329	0.749030273727115	0.386783425612452	0.587809021818924	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS4X
153	-0.135668268812976	11.9443623055828	0.728447474560355	0.393386885732595	0.593937062772742	gWM_line_Lesion_1 - gWM_line_Lesion_2	DNAJA1
154	0.133621198516743	12.2950626376758	0.713297540209354	0.398351277229015	0.597526915843522	gWM_line_Lesion_1 - gWM_line_Lesion_2	KPNA3
155	-0.155892625990051	14.6324194726394	0.657963059776847	0.417279982099702	0.621881779774395	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSPA1A
156	-0.13079655647433	11.7427724697981	0.647587967065732	0.420976366513102	0.623368850413631	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS5
157	0.136634074823446	11.6850836927494	0.633378945771469	0.426118596571405	0.62696430450952	gWM_line_Lesion_1 - gWM_line_Lesion_2	TANK
158	-0.126109668424717	12.5729942869265	0.619043367324032	0.431402998886365	0.630722105966774	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL17
159	-0.146361964517518	13.6077689192159	0.597354771633235	0.43958908408161	0.638648291967622	gWM_line_Lesion_1 - gWM_line_Lesion_2	MAZ
160	0.119949172346037	12.1459064221518	0.557546728732007	0.455250395052985	0.657267757857747	gWM_line_Lesion_1 - gWM_line_Lesion_2	PXN
161	0.113360554587505	11.8652342014556	0.529538222993835	0.466801064823507	0.669078593193319	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL35
162	0.132792649080921	13.1567875429366	0.523802941157903	0.469223948473237	0.669078593193319	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSP90AA1
163	-0.111042041138204	11.640059803164	0.502643926226142	0.478340701921932	0.676799580280042	gWM_line_Lesion_1 - gWM_line_Lesion_2	NUPR1
164	0.111770589241126	12.4321381424009	0.492227384103487	0.482935398325048	0.676799580280042	gWM_line_Lesion_1 - gWM_line_Lesion_2	NFKB2
165	-0.11554821501066	12.5662791725158	0.491119666407265	0.483428271628602	0.676799580280042	gWM_line_Lesion_1 - gWM_line_Lesion_2	TMA7
166	0.119036899319836	11.6591818315167	0.455662158871348	0.499658277826917	0.686704242425939	gWM_line_Lesion_1 - gWM_line_Lesion_2	EHD1
167	0.110448153813455	11.6615089137239	0.450819766533314	0.501945917194858	0.686704242425939	gWM_line_Lesion_1 - gWM_line_Lesion_2	MAT2A
168	-0.110516276355714	11.8353809745512	0.449523647609382	0.502561253343359	0.686704242425939	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL15
169	0.10163570407009	12.1046499117197	0.446555269588956	0.503975357576522	0.686704242425939	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPSA
170	0.106719553856473	12.0257684056892	0.443648411950576	0.50536675849528	0.686704242425939	gWM_line_Lesion_1 - gWM_line_Lesion_2	RBM42
171	-0.105677558340048	11.7763908348512	0.433247430483817	0.510399770705345	0.689487409549326	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS3
172	0.119841047739591	14.7309498107736	0.394879526671311	0.529745602214751	0.711460663439578	gWM_line_Lesion_1 - gWM_line_Lesion_2	PTBP1
173	-0.108410647378425	12.8370058369523	0.379057994228603	0.538107813502111	0.718513901265825	gWM_line_Lesion_1 - gWM_line_Lesion_2	DNAJB1
174	0.0974292223222985	12.0055287419125	0.361526585321727	0.547659629123141	0.727065369697964	gWM_line_Lesion_1 - gWM_line_Lesion_2	DDX17
175	0.115365982359684	11.6699861136153	0.353360860095677	0.552216766754783	0.728926132116314	gWM_line_Lesion_1 - gWM_line_Lesion_2	RTN3
176	-0.0964317764364646	12.568036664792	0.335377128709325	0.562509863583477	0.735542224277005	gWM_line_Lesion_1 - gWM_line_Lesion_2	DDX4
177	0.0904970466769193	11.8994644889896	0.328772671106435	0.566382679042489	0.735542224277005	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPL30
178	-0.0954728423960515	11.7135024968085	0.323285194915044	0.569640019676257	0.735542224277005	gWM_line_Lesion_1 - gWM_line_Lesion_2	HNRNPU
179	-0.0966226307924929	12.6519418872421	0.32274003323235	0.569965619677853	0.735542224277005	gWM_line_Lesion_1 - gWM_line_Lesion_2	HSP90AB1
180	0.0927240952247595	12.6815078573086	0.282599570740601	0.595002406215084	0.756589967772335	gWM_line_Lesion_1 - gWM_line_Lesion_2	TUBA1C
181	0.0815515760010995	12.0417724275309	0.27923017492715	0.597206231751566	0.756589967772335	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS27
182	0.0818795140649318	11.8258594168174	0.272740591462835	0.601499257157809	0.756589967772335	gWM_line_Lesion_1 - gWM_line_Lesion_2	RPS17
